Rating,Title,Body,Date
2,Leaves Stuff Behind: Does Not Clean Edges,"Play Video Jeepers... to say I am disappointed is an understatement. Shark service was great... but I know this is ultimately either a design issue, or the min-brushes which are supposed to sweep items into the roller are not to specification. Neither a good way to start. (LOVE their vacuums, however) As you can see from the photos, the cleaning rollers are smaller that the diameter of the unit. However the overlap is generally quite good. Having said that tho... it means it runs a lot longer and the battery does not last for a full house cleaning, or even the 2 hours it says it should. It is supposed to go recharge itself (I didn't pay attention if it did or not) but when I ran it the 1st time today, it did not do the whole house; missing rooms it had mapped out just the night before.. It did find its way back to the charging station.

The serious issue is that the mapping feature and/or laser-eye seems to stop the unit from hugging the molding. This, coupled with the brushes not extending to the widest sides of the unit (beyond the wheels) means that the edges of the carper do not get cleaned! Given this is designed/marketing for if you have a pet, we know this is a big deal.

My much older, Roomba i-Robot does a great job of edges and corners. (refer photos) It, however, will just die someplace if it runs out of battery as it doesn't know where the station is unless somewhere near it.

The brushes on the Roomba are longer, stiffer, and have a support 'tube' keeping them engaged much better. AND there are 3. Shark has only 1, and after the mapping and 1/2 cleaning the one already took a set.

The Roomba brushes have a yellow base. You can see they extend well beyond the wheels. The Shark's have a black base. Unless the brushes are beyond the unit's edge, it cannot clean the below the molding. The Shark leaves at least a 1/2 - 3/4 inch gap that is not cleaned. The Roomba is pretty much 'snug'.

Both the Roomba and Shark run in a single direction, yet the Roomba brushes still stick out straight have LOTS of cleaning trips.

OH WOW. While writing this the Shark was recharged and seems to be completing the rest of the cleaning tho it is more than 2 1/2 hours later and not necessarily a convenient time.

Shark is sending me new brushes in case the length of the brushes are shorter than the spec calls for. If not, it will have to go back as it is not at all able to do what it is supposed to.

Relative to the Roomba (which is around 4 years old) the Shark IS quieter and it's very nice to have it empty itself, versus every time I ran/run the Roomba. BUT.. the Shark left bits of lint or paper on two different rugs. They were not stuck-in and should have been picked up. (refer the photo of the rust and black geometric rug) Hence it does not clean nearly as well as the Roomba even with a well-used rubber-brush and regular brush. Meaning the Roomba has two; not the single one as in the Shark.

The mapping was less than spectacular. The 1st time it got into some sort of a do-loop and kept mapping a corner of the living room behind a chair. It needed to be recharged and I had to delete the map and start over. As this is an hour job (not the 30 - 45 they say unless you live in an 800 sq ft bungalow) So it was an inconvenience tho not a show stopper.

I always pick up small stuff (pails under my office desk, foot rests, rugs with long fringe). I don't pick up 4-legged chairs or office chairs. The Roomba seems to just figure its way around them after circling the legs 360 degrees. The Shark seems to bounce off them and not always come back. These chairs were taken off the floor during the 'map'. And in any event, even if they had been left in place, they would not be in the exact same place each time. So the programming should be able to handle it.

(Just went to check on the Shark..... it IS in fact noodling thru the rooms it did not do prior.. So its okay.
I just wish the battery were lasting longer.)

For while today I ran both. brands It was pretty funny when off-video they ran into each other. I feel a bit sorry for the Roomba. Older, a bit dustier, noisier and fighting for its vacuum-cleaning life. (lol). But it does a better job, truth be told.

I'll give the Shark a 2nd chance when the brushes arrive. If it solves the 'edge cleaning' and middle-room cleaning, I'll keep it. But speaking of brushes, I hate that it takes a special tool to get them on/off... something I didn't realize when I threw the tool that came with it. I have a bi-zillion Allen Wrenches and Phillips Screwdrivers, even of the same size. But it seems to be a Star-wrench(?). So I can't put the Roomba brushes on (and which look like would fit!). Hopefully the new brushes will come with the tool.

Okay. So my thoughts? It needs to work better once the brushes go in, else it will have to go back as is does NOT clean well, and especially not pet hair since, as those of us with pets know, the fur congregates in the corners and up against the walls."
2,"Overly aggressive on furniture, ignores no-go zones, schedule cleaning very basic, good suction","I purchased this for a Black Friday deal and my unit is now getting close to 5 months old. I've used it almost daily since it arrived. I have a long-haired cat and my home floor area is 2500+ square feet, so it's on the larger side. I never intended for it to vacuum everything, so the base station is in the center living room which in theory should give it the best access to high traffic areas like the kitchen but not necessarily the bathrooms or extra bedroom/office. My entire home is tile so it doesn't need to worry about cleaning on carpets.
I also have a 3 year old $100 Eufy unit that is ""dumb"" non-mapping type for comparison.

Starting with pros:
-Suction power is great. It cleans up a lot of dirt and especially cat hair well.
-Self-emptying is loud but works well and doesn't need to be touched except once a month or so (to clean filters too)
-It will detect when full, empty, then resume cleaning if it still has battery. Battery life also seems excellent

Cons, and these are some major ones.
-It is EXTREMELY aggressive. To the point where it has damaged some of my furniture. As it nears a table leg or similar, it will ""bump"" it to get close to clean, just like my Eufy. The difference is the Eufy bumps then immediately moves around the obstruction. The Shark bumps, then tries to see just how close it can get by ramping itself up the side of the table leg, especially if you have furniture where the legs curve or go outward at the bottom. The Shark thinks it is a mountain climber and tries to go right up the leg of the table, resulting in damage to the finish. Very frustrating - pictured.

-Because of this aggressiveness, it also moves around rugs/mats anything that isn't nailed down, especially if it's higher pile. It seems to do ok on my entry rug but my kitchen has two of those squishier ergonomic pads in front of the sink and stove and after it runs, I find them pushed to a corner or out of place (but only sometimes). Even things with rubber bottoms get moved around - I only mention this because again, the Eufy does not have this problem.

-It mapped my entire home, and I can define rooms like ""Master"" ""Living"" ""Kitchen"" etc but you cannot schedule those rooms. Ex. If I wanted to have the vacuum run every day, but each day clean a different room, you can't do that. You can manually tell it to go to a room, but if you schedule it to run it'll do the default entire-house clean. This is a problem because of how long it takes to clean an area - more on that in a moment.

-In addition to that, you can define no-go zones in the app, which it completely ignores. It will run over your tables, pets, play rooms, and maybe even worse, go into rooms that aren't mapped at all and wreck up the place. After being frustrated with it ignoring no-go zones, I closed my office door and main bedroom doors, remapped the entire house, and set it up from scratch, and as an extra layer, I defined a no-go zone near those doors. If I leave the door open, even though the room isn't on the map, this vacuum will go into the room anyway, ignoring the map and the zones. So what's the point of floor mapping and no-go zones if it's just going to go wherever it wants?

-Maybe I'm not an expert here but the way it cleans is also strange. If you have a long hallway, instead of going up and down the hallway in 4 or 5 trips long-ways (like you would with a normal vacuum), it goes laterally across the hall about 500 times. Because of this, and two hallways in my house, it estimates some absurd amount of time to clean my home, like 5 hours or something. I had to disable the recharge+resume feature because if I set it to start at 10am for example, the thing is still cleaning my house at 5 or 6pm when get back from work because it had to stop and recharge for an hour or so!

-It is years newer than my Eufy but already has a problem with one of the side brushes used to pull dirt into the roller. The brushes on the shark are just a single blade, as opposed to me cheaper Eufy which has 3-bladed brushes. Because of this, it now leaves the dock and gives me an error code. Luckily the code lets me know which part has the problem, so I cleaned and partially disassembled the brushes to make sure there was nothing causing a problem, they spin freely by hand. The unit will spin them a few times but then I get an error and because the side brush has a code, it won't vacuum or do anything at all right now. Even with a broken brush, I still need to vacuum, but I can't override it, so now I'm chasing a warranty/repair claim while my old reliable Eufy takes over.

Conclusion.
Maybe I'm being unfair, and maybe my Eufy isn't working as well as I think, but when I empty both vacuums my non-mapping Eufy seems to have close to as much dirt as the Shark and doesn't have any of the above issues, just the limitation that it doesn't map. But this Shark, even though it maps, it doesn't make good use that mapping information.

The self emptying function is cool even if the mapping is more of a joke than a feature, and perhaps with software/firmware updates, the mapping will improve - the actual hardware of the unit itself seems solid, it's just software issues holding it back."
2,Fascinating and helpful but some serious issues,"2/13/24 Still helpful but there are some extremely frustrating defects in the app. I've now how to re-map the house 5 times which is silly. If the unit disconnects from Wifi you cannot reset the Wifi connection without creating a ""new"" robot and then completely re-mapping the house. Tech support has been helpful but they can't change what the programmers neglected. You should be able easily reconnect to the wifi after a power outage or network change without going through the whole process of creating a ""new"" robot, connecting to wifi again and them remapping the house. Credentials could be easily stored and then reassigned.
NEXT Problem. The first unit died after a power outage. We were out of town but I got a notice that my unity could not find the dock. Got home, tried to reset the unit, got tech on the phone and it ended up they sent me a new robot (without battery, brush and cartridge). Had to remap again. Is this going to happen after every power outage?

12/16/23 Purchased Model AV251WAXUS. Having grown up on The Jetson's cartoon as a kid in the 60s I can say I've been waiting for this... It's no Rosie the Robot maid but it's almost as fun to watch. The Good - it mostly does what it says it will. I'm very impressed with the mapping of the house which is 3300sqft. It does a relatively quick job of figuring out the overall layout. The app allowed us to outline and ID individual rooms - we setup 12 rooms. A couple are combined. Rosie (you can name the thing) can be dispatched to clean one or several rooms at a time, or the whole house. We are pretty pleased with the amount of ""stuff"" we dumped after each run as we ran some initial tests...

The Bad: The app says you can add rooms. Since the instructions are very brief and not entirely clear, we understood that to mean we could do the initial mapping for a section of the house and then add rooms later. Not exactly. You need to do the whole house first and then if you want to split (add?) rooms you apparently can later. As a result we had to delete the first map and run a whole new initial map of the house. So instructions should be more clear. You cannot setup two maps, say one for upstairs, one for down, or in our case a sunken living room. To do the living room we have to carry Rosie to the room and manually press clean - since it doesn't already have the map it trys to outline the room and then cover as best it can. We then set the unit on the main floor and press dock and let it try to find its way home.

The Okay: Again, this is no Rosie the Robot but it is useful and I'd say worth it. It gets the lighter stuff that is not wedged or otherwise sticking to carpet or floor. It get's full and even after evacuating at the dock, it can have a chunck stuck that reduces suction. The ""Evacuate and Return"" feature is helpful for this. We still have to get the edges with a normal or shop vac and it sometimes will not follow a straight wall the full length - it sometimes moves away from the wall and then back to it skipping some space like it's avoiding something... Returning to the dock is interesting. After very accurately mapping the house and the furniture/obstacles it makes a left turn into our laundry room before entering room where the dock is. It can take 10 minutes scooting around things before figuring out how get to the door 5 ft away. It always makes it home but it's an adventure. As someone who likes tech and has some ability to understand the workings, this is very amusing AND we believe will help us keep the house clean.."
2,A disappointment after 6 weeks,"I reviewed these style of robot vacuums, wanting one that was good at collecting pet hair (cats), had a dock that would allow it to empty itself, and had a good reputation with mapping and maintenance. After reading other peoples reviews I settled on this one balancing cost vs. quality. After having this device for 6 weeks, I find myself regretting the purchase.

1 - Cat hair - it does a fine job on hard flooring, exceptional really based off how quickly the storage on the base fills. It is weak at collecting the pet hair from carpet. It picks up some pet hair off the carpet, but leaves rolled up lines of pet hair, enough to be noticeable after each pass.

2 - Base that it can empty the robot - Works as described.

3 - Mapping - The device app says that mapping will adjust and improve over time, but so far I have not been able to see that. I've had to delete the map as being insufficient after every two weeks. Between missing sections of rooms or even entire rooms, and never updating from the original map. One of the problems is the battery being unable to reach the entire area in one run, so areas are missed and the map never seems to change.

While I was glad to see the device able to dock itself when the battery ran low, I guess I assumed that after recharging it would venture out to finish the job. It does not do that, once the battery has run low, the robot docks and waits until it's next scheduled run to start over. According to the company website/trouble shooting it starts in a different area and runs a different pattern. While that may be true, it has missed my dining room at least 70% of the time.

OTHER PROBLEMS NOTED -

The App - The app does not keep you signed in, requiring you to sign in every few days. Even worse, it makes you enter you email each time when you need to sign in. Its annoying and inconvenient. This doesn't access my bank, or photos, or anything security wise. Why do I have to sign in so frequently.

The App - The mapping section allows you to name individual areas/rooms, set up a schedule for cleaning or even elect areas to not clean. If the vacuum isn't able to clean the entire floor in one run, then you should be able to assign areas with a priority. I don't know about other peoples homes, but I personally want the vacuum to hit the dining room any time it runs, but I found it being a distance from the base meant that 50% of the time it wasn't cleaned. One of the annoying things I experienced was the App would not let you move on from the map after the first mapping until you accepted it.

The App (Schedule) - You can schedule the robot to run on particular days of the week at what ever time you wish. That is just a blanket ""clean"" of the entire map. I think if it isn't able to do the entire area in one run and isn't going to finish after recharge, they should add the option to schedule specific rooms or areas. Then you could have it clean the dining room each evening, while hitting the less important rooms (laundry room, bathroom, etc.) once or twice a week.

Perhaps having a 'mapping mode' where the robot just maps the areas without cleaning, just finding its way and outer borders without having to cross every square inch of each room.

I have experience several episodes of the device saying it was stuck, asking to be moved to a flat spot while sitting on the dock.

Unexpected issue - A minor issue but worth mentioning. The power button on the robot is along it's side, at a perfect height for the robot to accidently turn into a door stop and turn itself off. This has only happened once so far but wanted to mention it. Perhaps putting the power switch on top would be a better choice.

I will continue to work with this robot, but I can honestly say I would not buy it again."
2,Too many error messages.,"This vacuum has proven to be more troublesome than I thought it would be. Set up is fairly easy, but trying to get it to vacuum where you want it to and when you want to proves to be problematic. If you were to watch it perform you would think that it was confused: spinning in circles, constantly bumping into the same object and sending out too many error messages. The final straw was when I propped it to clean it tells me it needs to be moved to a level surface. Mind you this is the same level surface that it has been on since the purchase and has left the dock just fine. There have been a few instances where I receive an error message that says “I’m stuck please move me to a different area.” Other error messages are “my battery power is at 5%. Please move me to the dock“. The most interesting error message was that it felt that it was near a cliff where there was no cliff. It does take an extra effort to prepare the home for continuous vacuum use, so shoes, wires toys, etc.. All need to be removed from the ground. It will climb over some thin wiring, for example, the power cord to a reclining chair but there was one instance when it did so it pulled the power source out of the wall outlet. If you have seasonal decorations on the floor (as my wife does for every season) that are fairly lightweight, you will find they get pushed around, forcing you to return those items to their original places. Bottom line is that it is more trouble than it’s worth, forcing you to follow it around to make sure that it’s not stuck or running out of power or pushing things around the house. I’m returning it!"
2,Dumbest Robot Vacuum in the World,"This vacuum needs some serious software work. Mechanically, the robot does a pretty solid job despite having single brushes to gather, but main brush is good, the three suction modes are great, and it cleans pretty well. The drive system is actually VERY impressive, and this thing crawls over deep throw rugs easily, and unfortunately it crawls over power cords, loose clothing, pet toys, most anything under an inch tall and it jams itself up. Not a big deal, keep the junk off the floor and it's great. The self-emptying feature works very well, but on occasion the self-empty door on the robot will get caught with a hairball or a chunk of something. Still, very powerful, very nice to only have to empty it once every few days. The Android app couldn't find the vacuum right out of the box, but the iPhone app picked it right up and registered it. Again, not a big deal because I had both, but could cause some people issues. The schedule is nice, might be nicer if you could schedule more than one time per day and/or schedule rooms individually, but whole-house one time a day is sufficient. I used the no-go strips but somehow the vacuum always got over/around them. The Shark Clean app is pretty nice and the idea of the house being mapped out and being able to build and name rooms and build no-go areas is great in concept, but it just flat doesn't work. This vacuum is supposed to map the house, establish cleaning patterns, and even empty itself and return to the pattern where it left off, but when you watch it operate, the thing is just completely retarded. As it takes off, it tends to clean the area around the base most frequently but the pattern is neither regular nor random. It attempts to run parallel to walls, but after a while you see that it varies by up to ten degrees. It still runs parallel to its own tracks and cleans OK, just odd. When it needs to empty, it returns to the dock via weird routes, multiple stops and course adjustments, sometimes sitting in one place and spinning 270 or 360 degrees several times before it blunders back to the dock, where it takes several approaches to dock and empty. When it tries to return to the pattern, an equally drunken and confused behavior gets it back there, after wasting considerable battery and time, and resumes. There are times it will miss entire rooms yet there are times it cleans the same room repetitively until returning to the dock. The cliff sensors tend to shut the unit down if it goes over a heat register or transitions to a dark surface from a light one. When checking the Shark Clean app, the ""home"" circle that represents the dock tends to move around, sometimes even into no-go zones and then the unit won't run at all, it just sits on the dock confused or can't return to the dock and just sits until it's dead. It took me three map rebuilds to realize that I had been trying to run it at night and the robot relies on the camera on top to view and memorize the ceiling, so it couldn't map or clean effectively when the rooms were dark. Working from home, having this thing rumble and bumble around during working hours is annoying, but using it after dark is completely fruitless. All in all, it hasn't been worth even the deeply-discounted price I paid for it, and it is far less effective than a ""dumb"" Roomba that's a quarter of the cost that just wanders randomly and doesn't empty itself. Very disappointed, going to run it until it dies and look at a Samsung or iRobot or something else that's smarter."
2,Fell apart after 1 year,"This robot vacuum was the answer to all my dreams, for the first 12 months. It cleaned well, even though it would get stuck a decent amount, that never really bothered me. My favorite aspect was the Spot clean option that you could control from the app. It was spectacular and so easy to use. I never had an issue with the app communicating to the device. BUT THEN one day I started getting the Cliff Sensor Error (Code 7) and have never been able to get past it. I cleaned the sensors, with every possible solution. Nothing. I have tried to reset the robot. Nothing. I have tried to override the sensors by covering them up. Nothing. The robot will not budge because it thinks it is on a ""cliff."" While trying to troubleshoot I realized the black strip on the front as coming up, after trying to fix that, the entire thing just came off, and all the plastic brackets broke off as well. I am actually so sad, I loved this robot until now."
2,A glitch in the Matrix,"Buggy software. Once, it decided to vacuum at 2:30am, waking up the entire family. Today, it cleaned 2 square feet and returned to base, despite being asked to vacuum several rooms (see photo). After mapping your whole house, if you move some furniture there's no way to re-map just one room -- you have to re-map the whole house, which means picking up EVERYTHING first. Cleaning performance is decent, but it lacks the air puff feature to get dust out of corners. The rotating brushes get snagged on even medium area rugs, had to buy replacements. If you have a shag area rug, you can exclude it on the map by dragging and pinching, but it's impossible to get the region exactly right so you'll have a foot around the rug which never gets cleaned, or the vacuum tries to clean the edge of the rug and gets snagged. Finally, Shark plays games with pricing, and the 50% off price is the rule not the exception. Worth it at 299, but there are better options."
2,Decent hardware ruined by half baked software - I'll update if they ever fix it,"We've had this robot for about a year and a half and put it through it's paces. First the good: the dust bin works as you'd expect most of the time and has the advantage of not requiring bags like the irobot version does. This is definitely a step up over needing to empty it every run. The only issue is that there is a permanent filter in the robot's bin in addition to the hepa filter that tends to get clogged up and requires some manual intervention now and again for dust buildup. Larger particles it picks up can get caught in the door of the dustbin and require you to clear it before it can run again or finish emptying the bin. It does a better job on dust and small particles than the older generation roombas, but I haven't compared to something like the i7+.

Now the bad:
-It built a map once after 6 months that looked nothing like my home. Reset it and it has never built one again, so don't buy it for the smart mapping filter it is a sales lie.
-The algorithm for getting unstuck is terrible. It will regularly go over something then try to back up and give up registering the ""I'm stuck"" or ""cliff sensor"" under cabinets or over thresholds. This could definitely be fixed in software by making it either more conservative of where it goes forward or more aggressive when trying to get unstuck.
-The thing stays connected to wifi all the time, so if it doesn't make it back to the dock it will drain from 100% battery to 0% in a matter of a few hours. This is poor software power management - anyone dealing with embedded devices could fix this so that it only checks in on the radio and puts it in a sleep mode and dials back the power to the minimum required to maintain connectivity. No need for a 500Mbps wifi connection to send ""start, stop"" signals...
-Everytime it registers on the dock it tries to empty the bin, so if you find it late at night and there are kids in the house sleeping you can't put it on the bin to charge. A simple software setting for silent mode or night mode or something would solve this
-It doesn't retain the vacuum strength setting. If you put it on max the next run it is back to normal. If I say max clean want it to CLEAN! I don't care if it is loud.
-When it has an error you must press clean twice. Once to clear the error and again to restart it. Why? Just clear the error and try cleaning again in one step. This sounds petty but it is super annoying.
-The clean algorithm could use improvement. It definitely misses some spots even after multiple runs. This could be as simple as adding in a random/dumb mode and doing a run that way manually or as a final pass or first pass
-Virtual walls are primitive. Who wants magnetic strips all over the house? You have a device with as many sensors as a mars rover in it. How about a joystick mode that allows the user to drive the outline of the room and mark borders/edges and room divisions. This would help solve the mapping problem and make it way less likely to get stuck.
-The software will randomly die and the on off switch must be toggled to reboot it maybe once every month or two.
-I've never seen anything that indicates a software update was sent which means they don't appear to be adding any fixes or value. This thing is wifi connected. In the age of teslas and internet connected fridges how about fixing some of these ridiculously simple problems over the air and making it 10x better."
2,Update after regular use,"Original review below, but I've had it for a short while now and I must admit buyers remorse. I'll be saving up to replace this with a roomba.

This vacuum does the wrong thing over half the time, i.e. I tell it to clean the kitchen floor and it does 3 other rooms randomly without ever going into the kitchen. And it will go over a carpet 3 times and still leave crumbs behind. It cannot get edges at all and takes forever to charge. This was a true waste of money. Don't waste yours like I wasted mine. 😑

.....

Overall I'm quite satisfied. I tend to like Shark brand vacuums so when my Roomba finally died after many years of awesome cleaning I thought I'd try this. Here are the main differences between the two:

Shark runs quieter than my old Roomba.

They both hit all the rooms without issues.

Roomba mapping in the app is better for more precise control of the room dividers.

This guy is missing the front spinning brushes my Roomba had which definitely leaves much to be desired in edge cleaning along my kitchen cabinets.

Not having to buy vacuum bags is great.

Shark cleans the room quicker with no obvious difference in the amount of pet hair and debris picked up.

Roomba recharged faster but Shark seems to be able to clean more rooms on a single charge.

Will I buy another Shark when this guy dies? Probably, but I'll look for a model with edging brushes."
